student_id,subject_id,subjectidentifier,SubjectArea,ayidentifier,school_domain,dbsc_id,gradingPeriod,cat_id,cat_name,cw_id,assign_name,score,ispassed,gpfinalgrade,gpfinalscore,intervene_type,gp_intervene,gp_dayspresent,gp_daysabsent
417,272406,11080,SPED,1314,1,7919,4th Six Wks,1246820,Formative Assessments,2006525,IDreamTPCAST,100,1,80,80,PH,2,27,2
417,272406,11080,SPED,1314,1,7919,4th Six Wks,1246820,Formative Assessments,2013171,LyricAnalysi,100,1,80,80,PH,2,27,2
417,272406,11080,SPED,1314,1,7919,4th Six Wks,1246820,Formative Assessments,2013173,LyricAnaPres,80,1,80,80,PH,2,27,2
417,272406,11080,SPED,1314,1,7919,4th Six Wks,1246820,Formative Assessments,2039731,FireworkQuiz,67,0,80,80,PH,2,27,2
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246828,Daily Work,2059918,ShortAnsweNo,70,1,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246828,Daily Work,2061606,shortAnsrPra,50,0,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246828,Daily Work,2061656,ShrtAnswrPr2,70,1,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246828,Daily Work,2063986,CrossOvrShrA,50,0,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246828,Daily Work,2112948,DramaPartici,0,0,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246829,Formative Assessments,2100922,Journals Mar,100,1,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246829,Formative Assessments,2115882,DramaVoc2,70,1,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246829,Formative Assessments,2115885,RandJQuestEd,100,1,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246830,Summative Assessments,2047098,DictionaryGa,100,1,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246830,Summative Assessments,2106629,2 Min Skit,100,1,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7920,5th Six Wks,1246830,Summative Assessments,2116000,Expository S,100,1,72,72,PH,2,28,1
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246921,Daily Work,2144112,RomoJuliNote,100,1,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246921,Daily Work,2160156,NightCh1,100,1,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246921,Daily Work,2160159,NightCh2,89,1,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246921,Daily Work,2160161,NightCh3,63,0,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246921,Daily Work,2160163,NightCh4,100,1,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246922,Formative Assessments,2144128,RomoJuliTest,70,1,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246922,Formative Assessments,2184662,ResearchQuiz,43,0,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246922,Formative Assessments,2190809,ThesisPracti,100,1,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246922,Formative Assessments,2190810,OutlineFinal,0,0,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246922,Formative Assessments,2190812,ResearchIntr,0,0,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246922,Formative Assessments,2199598,CageQuiz,100,1,74,74,PH,2,26,4
417,272406,11080,SPED,1314,1,7921,6th Six Wks,1246923,Summative Assessments,2184659,ResearchNote,100,1,74,74,PH,2,26,4
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289294,Daily Work,2322983,bullfight,90,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289294,Daily Work,2322994,Unit 1,100,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289294,Daily Work,2323006,4cornell,100,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289294,Daily Work,2332445,Cor.Notez,100,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289294,Daily Work,2341920,Point view,75,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289294,Daily Work,2363449,vocab3,85,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289294,Daily Work,2363469,CONTEXT,80,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289294,Daily Work,2377706,BULID VOCB,80,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289296,Summative Assessments,2332434,QUIZ!,76,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8886,2nd Six Wks,1289296,Summative Assessments,2377719, 6weeks test,80,1,87,87,PH,2,23,1
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2405453,fig lan,70,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2405481,Foldable,80,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2415427,Notes1,100,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2415470,Notes2,100,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2422403,Conflicts,85,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2448320,lit.Terms,80,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2448331,Read,90,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2454222,Crosswordrom,100,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292837,Daily Work,2454234,Oral Drama,90,1,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8887,3rd Six Wks,1292839,Summative Assessments,2405465,QUIZ,61,0,83,83,PH,2,30,0
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2500252,SENTENCE,70,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2500268,COMPSENT,65,0,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2508932,IDEA MAIN,80,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2508943,PARAGRAPH,90,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2508954,MAIN IDEA,80,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2508966,Topic senten,80,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2543738,COMP1,80,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2543751,COMPOUND,70,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2558730,OPEN ,80,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2558742,OPENENDED2,70,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2566707,Essay1,80,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299989,Daily Work,2566727,Narrative,90,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8888,4th Six Wks,1299991,Summative Assessments,2574680,Bench,80,1,78,78,PH,2,31,1
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2600492,dictionary,100,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2600504,guide words,80,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2611075,compound,70,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2611084,Cesar Chavez,100,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2611085,Essay2,90,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2620617,character,80,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2644647,Eassy,85,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2644661,review,90,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2657366,COMPOUND SEN,100,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2657380,puzzle,95,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2657393,Fabel quest,80,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303538,Daily Work,2657405,planet,100,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8889,5th Six Wks,1303540,Summative Assessments,2675807,quiz,82,1,88,88,PH,2,32,2
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2701250,Quest4,100,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2701262,vocab.5and6,80,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2701274,wordsearch,100,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2701286,quest 7thru9,100,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2710134,scramble,100,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2710167,SIMILES1,80,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2751282,ques 10,80,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2755047,Questions,80,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2755107,12ques,90,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310690,Daily Work,2764726,VENN,85,1,86,86,PH,2,30,3
417,303871,12180,ENG,1415,1,8890,6th Six Wks,1310692,Summative Assessments,2764674,semester,70,1,86,86,PH,2,30,3
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2801649,forms1,100,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2801659,forms2,80,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2801663,interlopersv,80,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2801668,plot ,70,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2801672,journal,70,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2812527,Kernal,75,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2812535,Journal11,75,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2858874,11min,75,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2858878,JOURN,90,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2858883,OPEN ,80,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2858887,ENTRY5,85,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553328,Daily Work,2858892,pUROSE,90,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553329,Formative Assessments,2858897,TEST,85,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11649,1st Six Wks,1553330,Summative Assessments,2863264,6 weeks,80,1,83,83,PH,2,34,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553331,Daily Work,2895493,tonemood,80,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553331,Daily Work,2895497,Journal6,85,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553331,Daily Work,2895502,Activity,90,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553331,Daily Work,2895506,Journal7,80,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553331,Daily Work,2910276,OPENED,90,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553331,Daily Work,2950373,Figurative,90,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553331,Daily Work,2950382,Jurnal6,80,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553331,Daily Work,2950537,THEME,83,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553332,Formative Assessments,2910247,QUIZ2,90,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553333,Summative Assessments,2950378,Benchmark,85,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553333,Summative Assessments,2950389,QIZ,88,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11650,2nd Six Wks,1553333,Summative Assessments,2950548,six weeks2,80,1,87,87,PH,2,28,1
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,2993336,worksheet6,100,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,2993346,pretest,93,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,2993351,vocab,82,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,2993358,christmas,79,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,2993364,pointof,76,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,2995700,questions,85,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,3032505,JOURNAL1,80,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,3032510,COMPREHENSIO,80,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,3032516,ADJECTIVES,100,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,3032520,COLAGE,90,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553334,Daily Work,3045517,writing,80,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11651,3rd Six Wks,1553336,Summative Assessments,3045526,exam1,78,1,84,84,PH,2,26,3
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3086802,combining,100,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3086815,verb1,90,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3086818,journ,80,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3086824,diction1,90,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3086832,verb2,84,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3086836,sub1,80,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3126509,telessay,80,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3137650,sentences,100,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3137669,compond,90,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3137671,telp2,90,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3137709,compund,100,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11652,4th Six Wks,1553337,Daily Work,3137713,dictionary,88,1,89,89,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3191776,dicskills,85,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3191782,dictionary2,100,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3191819,1vocab,83,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3191822,quest,90,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3191829,oralread,90,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3191838,the magical,88,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3221274,Terms,100,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3221279,conflicts,70,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3221285,lit.conflict,80,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3221290,traits,90,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553340,Daily Work,3232887,3-Jan,70,1,85,85,PH,2,26,2
417,319713,13180,ENG,1516,1,11653,5th Six Wks,1553341,Formative Assessments,3233191,6week,84,1,85,85,PH,2,26,2
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282682,Daily Work,2231426,Presentation,60,0,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282682,Daily Work,2231444,TypsofSentCN,90,1,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282682,Daily Work,2245094,SATVocQuiz,22,0,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282682,Daily Work,2251938,Crnll2TypSen,0,0,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282682,Daily Work,2279443,SATVoc2Def,100,1,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282682,Daily Work,2285664,Binder,70,1,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282683,Formative Assessments,2238022,SentencTypQz,90,1,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282683,Formative Assessments,2279444,Typ2SentVoc2,85,1,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282684,Summative Assessments,2231440,IntroParagra,40,0,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282684,Summative Assessments,2234254,QuizTypsSent,70,1,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282684,Summative Assessments,2274368,SyntaxLv2,40,0,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282684,Summative Assessments,2285668,Journals,70,1,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8885,1st Six Wks,1282684,Summative Assessments,2290914,FirstSxWksEx,63,0,71,71,PH,2,23,1
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288748,Daily Work,2312104,CorNtesIntro,0,0,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288748,Daily Work,2312105,SAT3Define,85,1,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288748,Daily Work,2314105,IntroSent1,70,1,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288748,Daily Work,2332127,EsIntrPlan,100,1,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288748,Daily Work,2342878,MapBdyPara,70,1,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288748,Daily Work,2357241,CorNoConclus,70,1,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288748,Daily Work,2366149,Journals1tr8,50,0,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288748,Daily Work,2374684,BinderCheck,0,0,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288749,Formative Assessments,2325555,SAT3VocEx,100,1,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288749,Formative Assessments,2332151,EsIntroducti,60,0,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288749,Formative Assessments,2366673,Essay 2,50,0,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288750,Summative Assessments,2317386,Essay1Intro,70,1,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288750,Summative Assessments,2332135,EssIntPresen,80,1,63,63,PH,2,24,0
576,311831,15010,ENG,1415,1,8886,2nd Six Wks,1288750,Summative Assessments,2334240,TopSentCornl,70,1,63,63,PH,2,24,0
