"","student_id","subject_id","subjectidentifier","SubjectArea","ayidentifier","school_domain","dbsc_id","gradingPeriod","cat_id","cat_name","cw_id","assign_name","score","ispassed","gpfinalgrade","gpfinalscore","intervene_type","gp_intervene","gp_dayspresent","gp_daysabsent"
"43",417,272406,11080,"SPED",1314,1,7920,"5th Six Wks",1246829,"Formative Assessments",2100922,"Journals Mar",100,1,72,72,"PhoneCall",2,28,1
"44",417,272406,11080,"SPED",1314,1,7920,"5th Six Wks",1246829,"Formative Assessments",2115882,"DramaVoc2",70,1,72,72,"PhoneCall",2,28,1
"45",417,272406,11080,"SPED",1314,1,7920,"5th Six Wks",1246829,"Formative Assessments",2115885,"RandJQuestEd",100,1,72,72,"PhoneCall",2,28,1
"46",417,272406,11080,"SPED",1314,1,7920,"5th Six Wks",1246830,"Summative Assessments",2047098,"DictionaryGa",100,1,72,72,"PhoneCall",2,28,1
"47",417,272406,11080,"SPED",1314,1,7920,"5th Six Wks",1246830,"Summative Assessments",2106629,"2 Min Skit",100,1,72,72,"Other",2,28,1
"48",417,272406,11080,"SPED",1314,1,7920,"5th Six Wks",1246830,"Summative Assessments",2116000,"Expository S",100,1,72,72,"Other",2,28,1
"49",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246921,"Daily Work",2144112,"RomoJuliNote",100,1,74,74,"PhoneCall",2,26,4
"50",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246921,"Daily Work",2160156,"NightCh1",100,1,74,74,"PhoneCall",2,26,4
"51",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246921,"Daily Work",2160159,"NightCh2",89,1,74,74,"PhoneCall",2,26,4
"52",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246921,"Daily Work",2160161,"NightCh3",63,1,74,74,"PhoneCall",2,26,4
"53",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246921,"Daily Work",2160163,"NightCh4",100,1,74,74,"PhoneCall",2,26,4
"54",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246922,"Formative Assessments",2144128,"RomoJuliTest",70,1,74,74,"PhoneCall",2,26,4
"55",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246922,"Formative Assessments",2184662,"ResearchQuiz",43,1,74,74,"PhoneCall",2,26,4
"56",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246922,"Formative Assessments",2190809,"ThesisPracti",100,1,74,74,"PhoneCall",2,26,4
"57",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246922,"Formative Assessments",2190810,"OutlineFinal",0,1,74,74,"PhoneCall",2,26,4
"58",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246922,"Formative Assessments",2190812,"ResearchIntr",0,1,74,74,"PhoneCall",2,26,4
"59",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246922,"Formative Assessments",2199598,"CageQuiz",100,1,74,74,"PhoneCall",2,26,4
"60",417,272406,11080,"SPED",1314,1,7921,"6th Six Wks",1246923,"Summative Assessments",2184659,"ResearchNote",100,1,74,74,"Other",2,26,4
"61",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289294,"Daily Work",2322983,"bullfight",90,1,87,87,"PhoneCall",2,23,1
"62",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289294,"Daily Work",2322994,"Unit 1",100,1,87,87,"PhoneCall",2,23,1
"63",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289294,"Daily Work",2323006,"4cornell",100,1,87,87,"PhoneCall",2,23,1
"64",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289294,"Daily Work",2332445,"Cor.Notez",100,1,87,87,"PhoneCall",2,23,1
"65",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289294,"Daily Work",2341920,"Point view",75,1,87,87,"PhoneCall",2,23,1
"66",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289294,"Daily Work",2363449,"vocab3",85,1,87,87,"PhoneCall",2,23,1
"67",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289294,"Daily Work",2363469,"CONTEXT",80,1,87,87,"PhoneCall",2,23,1
"68",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289294,"Daily Work",2377706,"BULID VOCB",80,1,87,87,"PhoneCall",2,23,1
"69",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289296,"Summative Assessments",2332434,"QUIZ!",76,1,87,87,"Other",2,23,1
"70",417,303871,12180,"ENG",1415,1,8886,"2nd Six Wks",1289296,"Summative Assessments",2377719," 6weeks test",80,1,87,87,"PhoneCall",2,23,1
"71",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2405453,"fig lan",70,1,83,83,"PhoneCall",2,30,0
"72",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2405481,"Foldable",80,1,83,83,"PhoneCall",2,30,0
"73",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2415427,"Notes1",100,1,83,83,"PhoneCall",2,30,0
"74",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2415470,"Notes2",100,1,83,83,"PhoneCall",2,30,0
"75",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2422403,"Conflicts",85,1,83,83,"PhoneCall",2,30,0
"76",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2448320,"lit.Terms",80,1,83,83,"PhoneCall",2,30,0
"77",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2448331,"Read",90,1,83,83,"PhoneCall",2,30,0
"78",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2454222,"Crosswordrom",100,1,83,83,"PhoneCall",2,30,0
"79",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292837,"Daily Work",2454234,"Oral Drama",90,1,83,83,"PhoneCall",2,30,0
"80",417,303871,12180,"ENG",1415,1,8887,"3rd Six Wks",1292839,"Summative Assessments",2405465,"QUIZ",61,1,83,83,"PhoneCall",2,30,0
"81",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2500252,"SENTENCE",70,1,78,78,"PhoneCall",2,31,1
"82",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2500268,"COMPSENT",65,1,78,78,"PhoneCall",2,31,1
"83",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2508932,"IDEA MAIN",80,1,78,78,"PhoneCall",2,31,1
"84",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2508943,"PARAGRAPH",90,1,78,78,"PhoneCall",2,31,1
"85",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2508954,"MAIN IDEA",80,1,78,78,"PhoneCall",2,31,1
"86",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2508966,"Topic senten",80,1,78,78,"PhoneCall",2,31,1
"87",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2543738,"COMP1",80,1,78,78,"PhoneCall",2,31,1
"88",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2543751,"COMPOUND",70,1,78,78,"PhoneCall",2,31,1
"89",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2558730,"OPEN ",80,1,78,78,"PhoneCall",2,31,1
"90",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2558742,"OPENENDED2",70,1,78,78,"PhoneCall",2,31,1
"91",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2566707,"Essay1",80,1,78,78,"PhoneCall",2,31,1
"92",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299989,"Daily Work",2566727,"Narrative",90,1,78,78,"PhoneCall",2,31,1
"93",417,303871,12180,"ENG",1415,1,8888,"4th Six Wks",1299991,"Summative Assessments",2574680,"Bench",80,1,78,78,"PhoneCall",2,31,1
"94",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2600492,"dictionary",100,1,88,88,"PhoneCall",2,32,2
"95",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2600504,"guide words",80,1,88,88,"PhoneCall",2,32,2
"96",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2611075,"compound",70,1,88,88,"PhoneCall",2,32,2
"97",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2611084,"Cesar Chavez",100,1,88,88,"PhoneCall",2,32,2
"98",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2611085,"Essay2",90,1,88,88,"PhoneCall",2,32,2
"99",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2620617,"character",80,1,88,88,"PhoneCall",2,32,2
"100",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2644647,"Eassy",85,1,88,88,"PhoneCall",2,32,2
"101",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2644661,"review",90,1,88,88,"PhoneCall",2,32,2
"102",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2657366,"COMPOUND SEN",100,1,88,88,"PhoneCall",2,32,2
"103",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2657380,"puzzle",95,1,88,88,"PhoneCall",2,32,2
"104",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2657393,"Fabel quest",80,1,88,88,"PhoneCall",2,32,2
"105",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303538,"Daily Work",2657405,"planet",100,1,88,88,"PhoneCall",2,32,2
"106",417,303871,12180,"ENG",1415,1,8889,"5th Six Wks",1303540,"Summative Assessments",2675807,"quiz",82,1,88,88,"PhoneCall",2,32,2
"107",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2701250,"Quest4",100,1,86,86,"PhoneCall",2,30,3
"108",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2701262,"vocab.5and6",80,1,86,86,"PhoneCall",2,30,3
"109",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2701274,"wordsearch",100,1,86,86,"PhoneCall",2,30,3
"110",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2701286,"quest 7thru9",100,1,86,86,"PhoneCall",2,30,3
"111",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2710134,"scramble",100,1,86,86,"PhoneCall",2,30,3
"112",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2710167,"SIMILES1",80,1,86,86,"PhoneCall",2,30,3
"113",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2751282,"ques 10",80,1,86,86,"PhoneCall",2,30,3
"114",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2755047,"Questions",80,1,86,86,"PhoneCall",2,30,3
"115",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2755107,"12ques",90,1,86,86,"PhoneCall",2,30,3
"116",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310690,"Daily Work",2764726,"VENN",85,1,86,86,"PhoneCall",2,30,3
"117",417,303871,12180,"ENG",1415,1,8890,"6th Six Wks",1310692,"Summative Assessments",2764674,"semester",70,1,86,86,"PhoneCall",2,30,3
"118",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2801649,"forms1",100,1,83,83,"PhoneCall",2,34,1
"119",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2801659,"forms2",80,1,83,83,"PhoneCall",2,34,1
"120",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2801663,"interlopersv",80,1,83,83,"PhoneCall",2,34,1
"121",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2801668,"plot ",70,1,83,83,"PhoneCall",2,34,1
"122",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2801672,"journal",70,1,83,83,"PhoneCall",2,34,1
"123",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2812527,"Kernal",75,1,83,83,"PhoneCall",2,34,1
"124",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2812535,"Journal11",75,1,83,83,"PhoneCall",2,34,1
"125",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2858874,"11min",75,1,83,83,"PhoneCall",2,34,1
"126",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2858878,"JOURN",90,1,83,83,"PhoneCall",2,34,1
"127",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2858883,"OPEN ",80,1,83,83,"PhoneCall",2,34,1
"128",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2858887,"ENTRY5",85,1,83,83,"PhoneCall",2,34,1
"129",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553328,"Daily Work",2858892,"pUROSE",90,1,83,83,"PhoneCall",2,34,1
"130",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553329,"Formative Assessments",2858897,"TEST",85,1,83,83,"PhoneCall",2,34,1
"131",417,319713,13180,"ENG",1516,1,11649,"1st Six Wks",1553330,"Summative Assessments",2863264,"6 weeks",80,1,83,83,"PhoneCall",2,34,1
"132",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553331,"Daily Work",2895493,"tonemood",80,1,87,87,"PhoneCall",2,28,1
"133",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553331,"Daily Work",2895497,"Journal6",85,1,87,87,"PhoneCall",2,28,1
"134",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553331,"Daily Work",2895502,"Activity",90,1,87,87,"PhoneCall",2,28,1
"135",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553331,"Daily Work",2895506,"Journal7",80,1,87,87,"PhoneCall",2,28,1
"136",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553331,"Daily Work",2910276,"OPENED",90,1,87,87,"PhoneCall",2,28,1
"137",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553331,"Daily Work",2950373,"Figurative",90,1,87,87,"PhoneCall",2,28,1
"138",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553331,"Daily Work",2950382,"Jurnal6",80,1,87,87,"PhoneCall",2,28,1
"139",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553331,"Daily Work",2950537,"THEME",83,1,87,87,"PhoneCall",2,28,1
"140",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553332,"Formative Assessments",2910247,"QUIZ2",90,1,87,87,"PhoneCall",2,28,1
"141",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553333,"Summative Assessments",2950378,"Benchmark",85,1,87,87,"PhoneCall",2,28,1
"142",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553333,"Summative Assessments",2950389,"QIZ",88,1,87,87,"PhoneCall",2,28,1
"143",417,319713,13180,"ENG",1516,1,11650,"2nd Six Wks",1553333,"Summative Assessments",2950548,"six weeks2",80,1,87,87,"PhoneCall",2,28,1
"144",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",2993336,"worksheet6",100,1,84,84,"PhoneCall",2,26,3
"145",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",2993346,"pretest",93,1,84,84,"PhoneCall",2,26,3
"146",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",2993351,"vocab",82,1,84,84,"PhoneCall",2,26,3
"147",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",2993358,"christmas",79,1,84,84,"PhoneCall",2,26,3
"148",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",2993364,"pointof",76,1,84,84,"PhoneCall",2,26,3
"149",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",2995700,"questions",85,1,84,84,"PhoneCall",2,26,3
"150",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",3032505,"JOURNAL1",80,1,84,84,"PhoneCall",2,26,3
"151",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",3032510,"COMPREHENSIO",80,1,84,84,"PhoneCall",2,26,3
"152",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",3032516,"ADJECTIVES",100,1,84,84,"PhoneCall",2,26,3
"153",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",3032520,"COLAGE",90,1,84,84,"PhoneCall",2,26,3
"154",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553334,"Daily Work",3045517,"writing",80,1,84,84,"PhoneCall",2,26,3
"155",417,319713,13180,"ENG",1516,1,11651,"3rd Six Wks",1553336,"Summative Assessments",3045526,"exam1",78,1,84,84,"PhoneCall",2,26,3
"156",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3086802,"combining",100,1,89,89,"PhoneCall",2,26,2
"157",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3086815,"verb1",90,1,89,89,"PhoneCall",2,26,2
"158",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3086818,"journ",80,1,89,89,"PhoneCall",2,26,2
"159",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3086824,"diction1",90,1,89,89,"PhoneCall",2,26,2
"160",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3086832,"verb2",84,1,89,89,"PhoneCall",2,26,2
"161",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3086836,"sub1",80,1,89,89,"PhoneCall",2,26,2
"162",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3126509,"telessay",80,1,89,89,"PhoneCall",2,26,2
"163",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3137650,"sentences",100,1,89,89,"PhoneCall",2,26,2
"164",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3137669,"compond",90,1,89,89,"PhoneCall",2,26,2
"165",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3137671,"telp2",90,1,89,89,"PhoneCall",2,26,2
"166",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3137709,"compund",100,1,89,89,"PhoneCall",2,26,2
"167",417,319713,13180,"ENG",1516,1,11652,"4th Six Wks",1553337,"Daily Work",3137713,"dictionary",88,1,89,89,"PhoneCall",2,26,2
"168",417,319713,13180,"ENG",1516,1,11653,"5th Six Wks",1553340,"Daily Work",3191776,"dicskills",85,1,85,85,"PhoneCall",2,26,2
"169",417,319713,13180,"ENG",1516,1,11653,"5th Six Wks",1553340,"Daily Work",3191782,"dictionary2",100,1,85,85,"PhoneCall",2,26,2
"170",417,319713,13180,"ENG",1516,1,11653,"5th Six Wks",1553340,"Daily Work",3191819,"1vocab",83,1,85,85,"PhoneCall",2,26,2
"171",417,319713,13180,"ENG",1516,1,11653,"5th Six Wks",1553340,"Daily Work",3191822,"quest",90,1,85,85,"PhoneCall",2,26,2
"172",417,319713,13180,"ENG",1516,1,11653,"5th Six Wks",1553340,"Daily Work",3191829,"oralread",90,1,85,85,"PhoneCall",2,26,2
"173",417,319713,13180,"ENG",1516,1,11653,"5th Six Wks",1553340,"Daily Work",3191838,"the magical",88,1,85,85,"PhoneCall",2,26,2
"174",417,319713,13180,"ENG",1516,1,11653,"5th Six Wks",1553340,"Daily Work",3221274,"Terms",100,1,85,85,"PhoneCall",2,26,2
"175",417,319713,13180,"ENG",1516,1,11653,"5th Six Wks",1553340,"Daily Work",3221279,"conflicts",70,1,85,85,"PhoneCall",2,26,2
